id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM05000,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM05001,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05002,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05003,Passaúna,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05004,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM05005,Boqueirão,Urbana,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05006,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05007,Estação,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05008,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05009,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05010,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05011,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05012,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Taipa/Adobe
FAM05013,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05014,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05015,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM05016,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM05017,Thomaz Coelho,Urbana,Rural,Particular Permanente,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM05018,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05019,São Luís,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05020,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aproveitada
FAM05021,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05022,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05023,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM05024,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05025,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05026,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05027,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM05028,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria com Revestimento
FAM05029,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05030,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05031,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05032,Estação,Urbana,Urbana,Coletivo,Sem Calçamento,Cimento,Taipa/Adobe
FAM05033,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05034,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria sem Revestimento
FAM05035,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05036,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05037,Carvalho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05038,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aproveitada
FAM05039,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05040,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05041,Boqueirão,Urbana,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05042,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05043,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05044,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05045,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05046,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05047,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05048,Dist. Industrial Norte,Industrial,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05049,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05050,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05051,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05052,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM05053,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05054,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05055,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05056,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05057,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM05058,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05059,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05060,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05061,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM05062,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM05063,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05064,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05065,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05066,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Taipa/Adobe
FAM05067,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05068,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05069,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05070,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05071,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05072,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM05073,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05074,Boqueirão,Urbana,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM05075,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05076,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05077,Zona Rural Leste,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM05078,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05079,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05080,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05081,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05082,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05083,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM05084,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05085,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05086,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05087,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM05088,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05089,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM05090,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05091,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM05092,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05093,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05094,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05095,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05096,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05097,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05098,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05099,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05100,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05101,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria com Revestimento
FAM05102,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM05103,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM05104,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05105,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05106,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM05107,Campina da Barra,Urbana,Rural,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05108,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05109,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05110,Passaúna,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05111,Carvalho,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Carpete,Madeira Aparelhada
FAM05112,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM05113,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM05114,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05115,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05116,Iguaçu,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05117,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aparelhada
FAM05118,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM05119,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05120,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05121,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM05122,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05123,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM05124,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05125,Chapada,Urbana,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM05126,Passaúna,Urbana,Rural,Particular Permanente,Sem Calçamento,Carpete,Alvenaria sem Revestimento
FAM05127,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM05128,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05129,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM05130,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05131,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM05132,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05133,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM05134,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM05135,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05136,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM05137,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05138,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05139,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM05140,Carvalho,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05141,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05142,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM05143,Thomaz Coelho,Urbana,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05144,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05145,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05146,Estação,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05147,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM05148,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM05149,Estação,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM05150,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria com Revestimento
FAM05151,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM05152,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05153,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05154,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM05155,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM05156,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05157,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM05158,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05159,Dist. Industrial Sul,Industrial,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM05160,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM05161,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM05162,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM05163,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
